"label","text","googleScore","VADER"
"Neutral","Quick Tip: How to Work with @Font-face:- http://u.nu/2iv35",0.7,0
"Positive","RT @katyperry: I ? New York!",0,0
"Neutral","RT @ayse: The top 10 novels in Modern Library's reader's picks list include four by Ayn Rand and three by L. Ron Hubbard. America, you scare me.",0.5,0.325442624695803
"Neutral","RT @Alissa_juknow @PreciousBarbieQ you gotta make ur page private hun... that'll cut them down a lot <",-0.1,-0.273212885294474
"Positive","@Aviemoron My coffin has already been reshaped as it's going with me!!!",0,0
"Neutral","RT @ErnieAtNing: Selected OpenSocial Ning Apps are now available on github, via Apache 2.0 license: http://bit.ly/97lwm8",-0.1,0
"Positive","I went to hot power yoga and I loved it. MUCH better than Bikram to me. Power Good. Hot Good. Sweat Good. What's not to love? #stinky",0.5,0.980902077395944
"Neutral","@nicko236 Lol, well I considered posting something normal, but since when have I been normal.",0.3,0.458831467741123
"Neutral","Google Traffic Pump Pro System.: How To Get Targeted Leads And Massive Traffic To Any Website In 15 Minutes Or Less! http://bit.ly/bGI1aO",0.2,0
"Neutral","RT @WLKY Welcome! http://scrbliv.me/11767 We have 4 inches in New Albany and still coming down.",0.2,0.509292289801147
"Negative","It saddens my heart 2 C women with black eyes! :(",-0.8,-0.726275887598934
"Neutral","?aaaaaaah , e aparece a @gpaaaiva no clipe :B *-* (@replacemusic live on http://twitcam.com/eo3d)",-0.2,-0.295958174200194
"Negative","I cant feel my feet.. that cant be good..",-0.6,0
"Neutral","RT @katsuhir0: ??????????????RT @ts_tw: ????????????RT @shimay ?????Xperia?????????????30?? http://bit.ly/9i5kzy",0,0
"Positive","@officialerika i hope so dude hahaha <3. So, which subject do you have right now? xx",0.2,0.776863466088422
"Neutral","He's been ranting about this for years RT @eugenelee finally blogged ""Business is Conducted by People, not Users"" http://bit.ly/9Dt24j",-0.1,0
"Neutral","Questions galore in my heart i try to sleep. a little hurt, a little lonely,a little confused,a little in love, a little smooth,a li'l rough",0.9,0.205837506668107
"Neutral","RT @Local76_493: Happy Birthday to Carole King b.1942, Carmen Miranda 1909,",0.7,0.571885032070072
"Neutral",":-) RT @lenno212: Keith Hernandez and Daniel Murphy already have begun working out together in Port St. Lucie. #Mets",0,0.318210996771242
"Neutral","going to get jubby's valentines day gift with some assistance from lee and shane:) finally got my car registered:) work monday-friday 12-4 ?",0.5,0.440433570760169
"Neutral","About to spend the next couple of hours of my life working for the man",0.6,0
"Neutral","RT @BRADPIFF877: I should of threw my self on the floor and screamed (bro u would be gettin a fat check if u had done dat)",0.1,-0.318210996771242
"Neutral","need to find a red all lace see thru dress (like my black one)for my friend brian goins red && black birthday party this weekend;;His GIFT!",0.7,0.86972230768706
"Neutral","@jimalkhalili Well deserved. Seems emblematic of a new BBC confidence unashamedly to produce docs that are pitched at more advanced level.",0.6,0.771271751405275
"Neutral","@Nyamorabu yea, that's y I'm not supposed to use it, they wanna attribute all the results to the mouthwash, without chewing gum to help it.",-0.2,0.401923825269382
"Neutral","RT @remhq: The Helping Haiti charity single for ""Everybody Hurts"" is available for download at http://bit.ly/dihtlL",0.6,0.226347954672536
"Negative","@Jesse_Son How DARE YOU I am now* your darklordwaffle PIMP now hoe work that corner *pimp slaps*",-0.4,0
"Neutral","Well on the bright side if the conservatives win the general elections the scots can stop leeching from the english purse!",0,0.784034123879596
"Positive","Learning about water heaters - ah the joys of home ownership - and still being single : )",0.8,0.493914580573631
"Neutral","Personal Branding Is All About How You Execute The Brand | Jupdi Blogs: Like many people possibly think, personal ... http://bit.ly/93Lbkd",0.1,0.361157559257308
"Neutral","@MizzChievouz http://twitpic.com/11ww1v - makeupkase",0.1,0
"Neutral","2 cans of full fat coke and im bouncing round the place.",-0.1,0
"Neutral","My Business is Free to Join and makes me $12000 a month http://freewage.ws",0.7,0.670478399654806
"Neutral","RT @ZachBehrens: And so the rain begins here in Studio City... http://myloc.me/3EJOB",0,0
"Neutral","Turns out I got the dates mixed up.. Match is tomorrow so off to bed peeps... C ya all at 4... Gnite n sweet dreams",0.2,0.690774742992202
"Negative","PORN!?! Shit WONT be E Z my G! Trust me i TRIED! RT @overtheFame I think I know what I am giving up for Lent...it won'... http://3.ly/3uC",-0.4,0.505326520085141
"Neutral","""i wanna be the minority, i dont need your authority, down with the moral majority""",-0.8,-0.0572262193848928
"Positive","i'm so super duper excitied right now cuz' i'm gonna watch Harry Potter !",0.4,0.668892088965866
"Positive","@planetjedward hey! going to see you in dundrum on friday:) i was talking to ur mam(my teacher) today:) NO SCHOL because im going to you:)x",0.2,-0.498140397019136
"Neutral","every body check out yung purp on myspace @ rod-kush and yung purp muzik page hit single ""put me in ya research"" http://po.st/hdA",-0.5,0
"Neutral","Leadership and learning are indispensable to each other. -John F. Kennedy",0.4,0
"Neutral","[BlogNetNewsHR] Bearing Drift: Randy Forbes: Name that salary cut: Number of comments: 1Congressman Randy Forbes ... http://bit.ly/a1dslk",0.1,-0.202288694969669
"Positive","RT @kgarrard: ""I lift my eyes up to You, to You whose throne is in heaven."" Ps. 123:1... <3 // Love it. And the maker of heaven & earth :)",0.7,0.924595133553445
"Neutral","YouTube - State of the Union - American IDLE http://bit.ly/b76iOz",0,0
"Neutral","How to Succeed in the Age of Going Solo? A great article for everyone to read in the WSJ. http://tinyurl.com/yzma3sn",0,0.807397913121972
"Neutral","RT @zdnetkorea ?! ???? 750??? http://tinyurl.com/ydvrwpw",0,0
"Positive","@bfrench4 what disneyworld commercial? he's the saints qb and is sooo cute :)",0.8,0.7184212081071
"Negative","Las year I was so stressed out I forgot I was my birthday. Didn't figure it out til 730 that night. My bad.",-0.2,-0.766086143578261
"Neutral","ah twitter. oh ive missed updating you from my phone. its all over now and dont worry. back in action !",0,0.127533078785466
"Neutral","Free Guide: Getting Your Law Firm Videos Found On YouTube http://bit.ly/9cizJb",0.4,0.510607056638284
"Positive","@reevesforreal Devote yourself to prayer, being watchful and thankful. Very good verse & a great way 2 start a day! Have a fun day in PC!",0.8,0.955472111099029
"Negative","Just back from a walk with the doggies. Got caught in a hail storm - hailstones really sting when they're lashing down on your face!",0.4,0.151098778332824
"Positive","to better understand me lol -> RT @whysogreen i'm going back to school@ doing a free 5 week automotive course! :)",0.5,0.924480812389916
"Neutral","Auto Insert XML-Feed in Joomla EZ-Realty by chadutz: Means we need an RSS-feed-reader component that auto inserts ... http://bit.ly/9E6qxQ",0.3,0
"Positive","@yourcitylights And Simon Peter answered and said, Thou art the Christ, the Son of the living God. Matthew 16:16 Jesus Loves you",0.6,0.700349291735761
"Neutral","Bored with waiting for the iPad to come out so I've made my own out of a journos pad and some spray mount http://yfrog.com/3lg87aj",0,-0.273212885294474
"Negative","So I have come to the conclusions that there's bitches who dnt like me on here bt follow wtf I gotta say!",-0.5,-0.757362469583833
"Positive","Rock onRT @inrockmusic: BillZucker: I LOVE @DaveMalby @D_Old_Man @GlassRiverJewel @susancha @burkepreston (cont) http://tl.gd/7sh8m",0.8,0.712522343841055
"Neutral","RT @diskopo Who wants to laugh? http://bit.ly/aBMOmR",-0.1,0.557370401713154
"Negative","my clothes smell like weed, vomit and chicken. and i didnt smoke. nor vomit. and most unfortunately didn't eat chicken. nice -_-",-0.5,0.383244731764196
"Neutral","It took 2 hours rummaging through my receipt drawer only to learn I?d lost the receipt, isn?t there a better way? http://ow.ly/14Xm2",-0.3,0.282368585298774
"Negative","@debontherocks Conferences have NEVER made me wish to have a child. EVER. What are you drinking @ said cons??",0,-0.38547937944755
"Neutral","I favorited a YouTube video -- Zooey Deschanel in Weeds http://youtu.be/FApZlnX_G1U?a",0.1,0.401923825269382
"Neutral","@Sjoerd The tweep most like you is @frankmeeuwsen. Others are @erikvisser and @Markies. Full list at http://tweeplike.me/profile/Sjoerd",0.1,0.420114336221053
"Negative","@armaghetto ugh... if i have too much of the gogo juice i get a bad stomach ache",-0.9,-0.72694578401804
"Negative","Urgh i'm soo bored and tired. text. call, anything. hmm i must find things to multi task on now!",0,-0.647644326185303
"Neutral","Guayadeque - Nice music player | Ubuntu Geek: Music Player with the aims to be intuitive, easy to use and fast eve... http://bit.ly/9NLi0v",0.9,0.599373159673106
"Positive","@Munchkin75 wahooooo! The ho-ness has been a bit too thin on the ground today! x",0,0
"Negative","Headed to human resources class. Now I know why Michael hates Toby so much.",0.2,-0.440433570760169
"Neutral","@mckra1g What do you call a fish with no eyes?",-0.4,-0.295958174200194
"Neutral","listening ""All These Things That I've Done - The Killers""",0.7,-0.648556646884329
"Neutral","RT @AbilityAmerica: Getting Access to Health Care for People with Physical Disabilities: http://bit.ly/b3eiEJ",0.2,0.493914580573631
"Positive","I love P2P but was worried about ISPs keeping my logs. With YourPrivateVPN I don't have to worry anymore. http://bit.ly/aemTcO",0.4,0.442112820094952
"Neutral","Best of Personal Finance Roundup: What You Need to Know About Social Security http://bit.ly/coTke5",0.7,0.7649686210234
"Neutral","The @simonhuck starring of E of @jonathancheban ?SPINdustry? it creates special concerning the world of Im Exec PR! Sunday February 21...",0,0.665369784066347
"Positive","Bab Girls Club was FunnY ass ShyT can't wait Til the reuion shw",0,-0.153093108923949
"Neutral","RT @fallout: Don't forget to watch the #FalloutNewVegas teaser & RT for a chance to win a signed FNV poster http://bit.ly/fnvcon Must be 18+",0.7,0.666869561605776
"Negative","my moms a retard for reading my texts and thinking my most recent tweet was inapproprate",0,-0.526741537567377
"Neutral","Playgirl print magazine cover to feature teenage dad of Sarah Palin's grandson - The Canadian Press http://ow.ly/16xuGj",0.3,0
"Neutral","@Yung_PHENOM",0,0
"Neutral","RT @Twitter_Tips: Inflated tweet count fix should be ready by tomorrow! http://j.mp/aJsnVj",0,0.419921354126671
"Neutral","RT @keefstuart: Super Nanny takes on violent videogames: The childcare expert conclusively proves that playing shooters makes kids... http://bit.ly/abVAy4",0.8,0.202288694969669
"Neutral","RT @demetriab: i #swearfolawd that betta be your navel and not your dick< and i #swearfolawd the pussy better be better than the head...lmao",0,0.700349291735761
"Neutral","N'Gog had a difficult game playing against Vermalen and Gallas. Still think he is better as an impact sub than a starter",0.2,0.295958174200194
"Neutral","Woodstoves MAde Easy at http://bit.ly/4P90rP",0.8,0.440433570760169
"Neutral","RT @BoomerLivingNow: Retirement: Don't Run Out of Money Before You Run Out of Time http://ow.ly/15RgI #finances #boomer #retirement",-0.8,0
"Neutral","So I missed #BGC again this wk...can some tell me wht happened",-0.2,-0.359690654951188
"Neutral","Everyone says to give up on you, but they don't see you like I do.",-0.6,-0.394951107885691
"Negative","@zanniewee yep, sumtimes beatings or spankings ultimately lead the child 2 b more rebellious...not me tho, my momz hitz were effective lol.",0,0.848122265505103
"Negative","After these shows I'm callin it a early nite, been up early and already gettin sleepy!!",-0.1,0
"Neutral","Gamepocalypse Ep.1 records tonight - send us your questions and vote on what Sean will play next! - http://shar.es/aLN9Q",0,0.400336154206753
"Neutral","@Kurtsiegirl1827 Oh, well the Stadium of Fire thing I was talking about is in Utah...",0.2,-0.0772283284276542
"Neutral","@pacificbrewnews No beer for me today either. But I am enjoying the 2008 Odonata Grenache.",0.2,0.295958174200194
"Neutral","Free: Star Bucks Gift Card http://listia.com/1p8s",0.7,0.735147044114705
"Neutral","Atlanta Nightclub VIP Tables and Bottle Service | My Favorite Sin http://is.gd/7v8ON",0.7,0.531944806366142
"Neutral","o_O #thefuck?? RT @b_easy Pull out bruh RT @YNGELROYJETSON: @First_lady22 lol! Let me stop messin wit u before u get preg over twitter.",0,0.431399309702854
"Neutral","Landed in MIN on time. No turbulence, delays, or bickering so far. Must find AC for puter to watch last Mon's ""24"" or my trip will be ruined",-0.3,-0.648556646884329
"Neutral","@sarah_bear44 wait. ""goodnight sweet dreams"" doesn't mean just friends? And sorry bout the 'tide. I didn't feel so well",0,0.679525749528094
"Positive","RT @Kelsey_Grammer: So GOOGLE BUZZ is a hot topic Look at the OFFICAL GOOGLE [Video] - http://clicky.me/OfficialMI4 and you will LOVE it GO GOOGLE",0.8,0.712522343841055
"Neutral","@itsonlymichelle guess whats driving on the way to my house =)",0.5,0.493914580573631
"Neutral","and Verizon to reduce the fees they charge for their airtime, and now if they're successful w/their high speed effort, they'll create the",0,0.709560194985489
"Neutral","@ClassCie I got one more song to finish :) then I will send it",0.4,0.458831467741123
"Neutral","RT @ganpy: RT+1@eveningdrizzles: This needs an awareness http://beta.thehindu.com/sci-tech/energy-and-environment/article33320.ece",0,0
"Neutral","RT Sorry i've been quiet on the tweetside, i'm just really into @Viewpointr right now (http://viewpointr.com) << its addictive.",0.7,-0.0772283284276542
"Neutral","just watched 10 minutes of house of payne cause I didnt want to get up and look for the remote.",-0.4,-0.0572262193848928
"Neutral","Having English class now, we're doing profiles to ning.com, not so different from my freetime :D",0.9,0
"Neutral","@shreyaghoshal hey thats a good news. what is the name of that film.",0.3,0.440433570760169
"Negative","I just fell asleep, at the most, three and a half hours ago. Why the bitch am I awake?",-0.2,-0.585881765446162
"Neutral","#nowplaying Cyborg ? P-Model http://bit.ly/b0Eo5C in iPod app via @twitbird",0,0
"Neutral","Thanks again to Ken for this RT @@KenPlume Now on FRED: @The_No_Show interview w/ James Cameron, Emperor of Everything... http://is.gd/83OtB",0,0.440433570760169
"Neutral","http://bit.ly/WireUF ESPN names #Gators OC/Asst Head Coach Steve Addazio National #NCAA #Sports http://goo.gl/fb/lhE4",0,0
"Neutral","(3) AdilityDeal.com Coupons Deals. | Internet Coupons and Discounts: As a high school student working at a local pizza pub in Jefferso...",0.6,0
"Neutral","A Photo Editor - Ad Agency Guide To Photography Usage Terms: As with photography, when negotiating with talent the... http://bit.ly/cvfJQU",0.2,0.421463615211762
"Neutral","RT @beedle82: I just entered the competition to win a Samsung laptop. To enter, follow @smartaHQ & RT http://bit.ly/b4I200",0,0.585881765446162
"Neutral","RT @matisyahu: Cool photo spread and interview in Wanted Magazine. Photos http://bit.ly/d5YFxH Interview http://bit.ly/bHAfUI",0.5,0.318210996771242
"Neutral","#css Modify web template by jamesallwood: Hi. I have a css static template from templatemonster that I need some m... http://bit.ly/cEShVG",0.2,0
"Neutral","Today in History: 1971 Satchel Paige becomes 1st negro-league player elected to Baseball Hall of Fame. (via @TouchByAM) (via @Alyssa_Milano)",0,0.440433570760169
"Neutral","PANTS ON THE GROUND...CAUSE YOU #WASTED @ SCOTTS..3100 fountain view ON RICHMOND STRIP...(((ALL-STAR OFFICIAL)))PARTY FOR THURSDAY",-0.5,0
"Neutral","RT @stillgtit: If you can't lick or stick then I must tell you #itaintthatgoodman so introduce me to your best friend<",0.3,0.636949942926426
"Neutral","Currently part of a Buzz whose sole purpose seems to be figuring out how to prevent Scoble from being a ""Buzz kill"" (lol)",-0.1,-0.68082252702501
"Negative","@Momodel180 pssshh yal bugging I never shovel snow a day in my life!!! Lol",0.2,0.698085088949713
"Positive","Today has been INSANE(ly good). So excited for my colleagues who have done so much great work deserving of natl recognition. #NPLAN #PHLP",0.4,0.794743920962906
"Negative","@WCooksey I'm shocked, nay appalled, to hear that you are regularly communicating with your constituents. And caught on tape! ^",-0.2,-0.680009609203636
"Positive","@PHXPhoto thanks, we hope you enjoy it and welcome your input on what you'd like to see!",0.8,0.929904617103586
"Positive","Whether you like me or not i would like to take this time out of my day and let yall know i love yall",0.4,0.6798059869902
"Positive","@MsChassMarie lol tell him i got a bottle of graduates banana flava waitin for him lmao",0.2,0.784527379658275
"Neutral","""Society may tolerate you, acquaintances may accept you, but friends understand you."" #quote",-0.1,0.71403358954335
"Neutral","It appears that you have everything under control and your pos... More for Leo http://twittascope.com/twittascope/?sign=5",0.1,0
"Neutral","@ElijahRead Oh okay..So thats how you do?..LOL..Copy and Paste like that...LOL",0.1,0.361157559257308
"Positive","Home after Lucia's and Key skills this morning; had to attend due to a guest speaker talking about Uni - got me even more excited! Eeee :D",0.6,0.456108267229511
"Neutral","i haven't watched the newest episode of LOST yet, but i do have 5555 miles on my car. so there!",0.1,-0.320079069156899
"Positive","RT @OneAndOnlyZel To all my new & old friends: I know I'm behind on my THANKS 4 follows, retweets, FF's, etc. 4give the lapse. I do love ya!",0.5,0.904717176325378
"Neutral","RT @BenCooper86 Mervyn King says he can't think of any reason why the UK would lose it's AAA rating - now will George Osborne shut up?",0,-0.401923825269382
"Neutral","hey ive just made my twitter, how do you talk to people on heree?",0,0
"Neutral","@ansaudi satria dong sa ! Si dika mah geleh ah hahahah http://myloc.me/3GiEB",0.2,0
"Neutral","Farmville Players Send 220 Million Valentine's Day Virtual Gifts ...: Whenever I discuss virtual goods and the Fac... http://bit.ly/aJAiwC",0.1,0
"Negative","And obviously not forgetting the fact I'm gonna feel 122356325x worse :| Oh well...",-0.4,-0.54232614454664
"Neutral","formspring.me - what would you like for valentine?s day? yummy truffles, stargazer lillies, a donation to... http://tumblr.com/xev6brjhk",0.4,0.739917934965286
"Neutral","Bob Dylan ? Lenny Bruce http://bit.ly/bTENBS",0,0
"Neutral","Eh dia bos loh bdnny kok bau panas(?) yh?msh pagi loh ini http://myloc.me/3FaqI",0,0
"Neutral","RT @aceshowbiz: Demi Lovato Writing New Song With Nick Jonas http://bit.ly/9CIaUO",0,0
"Neutral","@YoungMac24 that's the only game you have?",-0.1,0
"Positive","Even When Shit Get Hard - Im Going To - Make Sure That Im Around To Hold You [ DOWN ] - I`ll Never Leave Ya Side Until Tha Day I Die .",0,-0.754464616084464
"Neutral","http://i47.tinypic.com/2yo47qp.jpg A+, would lol again.",0.1,0.599373159673106
"Neutral","to find actors of close age.. to get the book's description.. just like when they got daniel radcliffe for harry potter.. CONT'D",0.2,0.361157559257308
"Negative","why do Hong Kong people like to have their air cons on SUPERCOLD!?!?! man, i need some socks or something!!!!",0,0.615925905477688
"Neutral","RT @parismostwanted Check out @ParisMostWanted on IT'S MY TIME and VOTE for us :) http://casting.benetton.com/users/8081-paris-most-wanted",0.4,0.458831467741123
"Neutral","@sononchalant what happened to snow at 6 pm? http://myloc.me/3G5Mk",0,0
"Positive","Thank you @god for rewarding me for my crazy day. The guy at Subway gave me a free cookie, but this is muuuuch better!",0.8,0.81967753124671
"Neutral","10 absolutely jaw dropping concept car designs http://ow.ly/15OnX",0.3,0
"Neutral","i can feel that theres a growing pimple on my nose :(",0,-0.295958174200194
"Positive","Great sunny days with @tetongravity in the beauty mountains of BC...crew was sending!",0.7,0.899899213426208
"Neutral","New blog post: Can Someone Help My Bro And His Angels & Demons Obsession? http://unfake.it/0WJO",0.3,0.0772283284276542
"Neutral","@itsBreezeBaby whats that ?? you no me im at work = (",-0.3,-0.373620811804182
"Positive","Found some cool free twitter backgrounds @ http://www.onixbee.com check it out!! #backgrounds #twitter",0.5,0.733856038750025
"Neutral","LMAO.. I am. But I mean this snow is annoyin RT @Nemeze: @CakeLoveK how can ur life suck u have me then ur boyfriend..btw u still with him>?",0,-0.440433570760169
"Neutral","Self defense is a state of mind, it involves every aspect of our lives, our physical, mental and emotional safety.",0.5,0.599373159673106
"Neutral","@XGlitr_ObsesdX for sme reason my eyes burn too idk",-0.1,-0.102733099387503
"Positive","Sama2 sayang ? ? @NengMeryl: Great wednesday ? thanks to @padoeka @chiemuw @ImadhMadum et all to be the part of my superb day :)",0.5,0.939682968249218
"Negative","RT @tokyodymond_HLE: ii am leaveinq ; n imma delete my twitter ; n who wants my photoshop? <---ill take it :)",0,0.458831467741123
"Neutral","""I pray also that the eyes of your heart may be enlightened in order that you may know the hope to which he has called you..."" Eph1:18",0.2,0.812604508328942
